순번,사업장명,인허가일자,영업상태명,소재지전화,소재지전체주소,도로명전체주소,도로명우편번호,업태구분명,위생업태명,업데이트
162,경성술집 거제점,2018-11-14,영업/정상,7040657767,"경상남도 거제시 고현동 961-104 2동,3동","경상남도 거제시 거제중앙로27길 5, 2동,3동 1층 (고현동)",53253,정종/대포집/소주방,정종/대포집/소주방
163,삼성장어,2018-11-15,영업/정상,055 635 6239,경상남도 거제시 장평동 626-10,"경상남도 거제시 장평1로 142-1, 1층 (장평동)",53263,횟집,횟집
164,오븐에꾸운닭 상문점,2018-11-15,영업/정상,055 632 5992,경상남도 거제시 양정동 1096 거제2차 IPARK 1단지,"경상남도 거제시 수양로 110, 601동 지하3층 B301호 (양정동, 거제2차 IPARK)",53337,호프/통닭,호프/통닭
165,산돌,2018-11-16,영업/정상,055 681 1947,경상남도 거제시 일운면 옥림리 168-6번지,"경상남도 거제시 일운면 옥림3길 55, 1층",53326,식육(숯불구이),식육(숯불구이)
166,신깡통뒷고기 거제상동점,2018-11-16,영업/정상,055 6329200,경상남도 거제시 상동동 184-9,"경상남도 거제시 상동3길 3, 1층 일부호 (상동동)",53294,식육(숯불구이),식육(숯불구이)
167,대왕골뱅이 수월점,2018-11-19,영업/정상,055 632 7780,경상남도 거제시 수월동 1043-192번지,"경상남도 거제시 해명로 18, 1층 (수월동)",53237,한식,한식
168,윤금,2018-11-19,영업/정상,055 638 5880,경상남도 거제시 상동동 483-8,"경상남도 거제시 계룡로 10, 1층 (상동동)",53287,한식,한식
169,화덕족발,2018-11-19,영업/정상,055 6351916,경상남도 거제시 상동동 192-5,"경상남도 거제시 상동3길 24-5, 1층 (상동동)",53294,식육(숯불구이),식육(숯불구이)
170,신촌충무김밥,2018-11-22,영업/정상,055 6372585,경상남도 거제시 사등면 덕호리 107-47,"경상남도 거제시 사등면 거제남서로 5335-1, 1층",53274,분식,분식
171,영까페,2018-11-23,영업/정상,055 681 0220,경상남도 거제시 일운면 지세포리 937-2 1층,"경상남도 거제시 일운면 지세포로 99, 1층",53328,정종/대포집/소주방,정종/대포집/소주방
172,휴한정식,2018-11-23,영업/정상,055 6358878,경상남도 거제시 연초면 다공리 605 주1동,"경상남도 거제시 연초면 다공1길 16-4, 주1동 1층",53210,한식,한식
173,다올뷔페,2018-11-28,영업/정상,055 6330458,경상남도 거제시 하청면 하청리 668-3,"경상남도 거제시 하청면 하청로 9-1, 1층",53204,한식,한식
174,서문분식포차,2018-11-30,영업/정상,055 682 3898,"경상남도 거제시 아주동 734-4번지 1층 1동,2동","경상남도 거제시 용소5길 9, 1동,2동 1층 (아주동)",53300,분식,분식
175,공주카페,2018-12-06,영업/정상,,경상남도 거제시 장목면 장목리 242-9,"경상남도 거제시 장목면 옥포대첩로 1608-3, 2동 1층 일부호",53201,기타,기타
176,떡볶이 참 잘하는 집 떡참 거제장평점,2018-12-06,영업/정상,055 6342271,경상남도 거제시 장평동 321-20,"경상남도 거제시 장평로8길 29, 1층 일부호 (장평동)",53265,분식,분식
177,만남 하우스,2018-12-07,영업/정상,,경상남도 거제시 거제면 서상리 378-1,"경상남도 거제시 거제면 읍내로 58, 1층",53286,한식,한식
178,한우-에피소드두번째이야기,2018-12-13,영업/정상,055 681 6266,경상남도 거제시 능포동 564-24 2층,"경상남도 거제시 능포로15길 35, 2층 (능포동)",53312,식육(숯불구이),식육(숯불구이)
179,부라보맥주(아주점),2018-12-13,영업/정상,055 6340007,경상남도 거제시 아주동 1684-6,"경상남도 거제시 아주1로2길 46, 1층 (아주동)",53305,한식,한식
180,용산마루,2018-12-13,영업/정상,055 6362726,경상남도 거제시 상동동 1009-14,"경상남도 거제시 상동3길 30, 1층 (상동동)",53294,한식,한식
181,상문식당,2018-12-17,영업/정상,055 637 0525,경상남도 거제시 문동동 322,"경상남도 거제시 문동4길 6, 1층 (문동동)",53297,분식,분식
182,경이로운소면,2018-12-17,영업/정상,055 681 0207,경상남도 거제시 아주동 1679-1 1층,"경상남도 거제시 아주1로2길 81, 1층 (아주동)",53308,한식,한식
183,미소숯불구이,2018-12-18,영업/정상,50713310882,경상남도 거제시 고현동 273-4 1층,"경상남도 거제시 거제중앙로10길 13, 1층 (고현동)",53259,식육(숯불구이),식육(숯불구이)
184,코코리,2018-12-19,영업/정상,,경상남도 거제시 양정동 936-100 1층,"경상남도 거제시 제산로 28-2, 1층 (양정동)",53235,식육(숯불구이),식육(숯불구이)
185,일공공샤브(거제상동점),2018-12-20,영업/정상,055 634 3959,경상남도 거제시 상동동 222,"경상남도 거제시 상동5길 22-1, 1층 (상동동)",53294,한식,한식
186,장터반찬,2018-12-26,영업/정상,,경상남도 거제시 장평동 119-10,"경상남도 거제시 장평4로 8, 1층 (장평동)",53270,경양식,경양식
187,바다양푼이동태탕(장목점),2018-12-27,영업/정상,055 635 4141,경상남도 거제시 장목면 장목리 320-9번지,"경상남도 거제시 장목면 거제북로 1207, 1층 101호",53201,한식,한식
188,거제도 머구리 해물촌,2018-12-28,영업/정상,055 634 2762,경상남도 거제시 장목면 장목리 320-9 1층 102일부호,"경상남도 거제시 장목면 거제북로 1207, 1층 102(일부)호",53201,횟집,횟집
189,모래성분식,2018-12-28,영업/정상,,경상남도 거제시 덕포동 365-2 오션뷰 103호,"경상남도 거제시 덕포5길 32-1, 1층 103호 (덕포동, 오션뷰)",53213,분식,분식
190,바다장터,2018-12-28,영업/정상,055 635 9497,경상남도 거제시 상동동 184-2 1층,"경상남도 거제시 상동3길 12, 1층 (상동동)",53294,식육(숯불구이),식육(숯불구이)
191,소백산베스트포크(BEST PORK) 거제직영점,2018-12-28,영업/정상,055 633 3907,경상남도 거제시 상동동 185-2,"경상남도 거제시 상동5길 11, 1층 일부호 (상동동)",53294,식육(숯불구이),식육(숯불구이)
192,리플러스머그,2018-12-28,영업/정상,051 702 3792,경상남도 거제시 동부면 학동리 309-13,"경상남도 거제시 동부면 학동3길 2, 1층",53332,기타,기타
193,우면가,2019-01-07,영업/정상,055 634 2288,경상남도 거제시 상동동 473-1번지,"경상남도 거제시 거제중앙로5길 9, 1층 (상동동)",53287,한식,한식
194,목구멍 옥포점,2019-01-08,영업/정상,055 687 5092,경상남도 거제시 옥포동 544-6번지 1층 101호,"경상남도 거제시 옥포로10길 3, 1층 101호 (옥포동)",53229,식육(숯불구이),식육(숯불구이)
195,아주맛있는집,2019-01-14,영업/정상,055 682 2875,경상남도 거제시 아주동 1346번지 1층,"경상남도 거제시 아주1로 105-17, 1층 (아주동)",53308,한식,한식
196,허허방,2019-01-16,영업/정상,055 632 1933,경상남도 거제시 고현동 756-13번지 황토마당,"경상남도 거제시 고현로2길 3-1, 1층 (고현동)",53254,정종/대포집/소주방,정종/대포집/소주방
197,삼대양 바베큐,2019-01-21,영업/정상,055 682 6788,경상남도 거제시 옥포동 1913-4,"경상남도 거제시 옥포성안로4길 30, 1층 (옥포동)",53231,식육(숯불구이),식육(숯불구이)
198,아주푸드,2019-01-21,영업/정상,055 681 1388,경상남도 거제시 아주동 1690-5,"경상남도 거제시 아주1로2길 19, 1층 114호 (아주동)",53305,한식,한식
199,어가,2019-01-21,영업/정상,055 633 5881,경상남도 거제시 연초면 오비리 1168-4 (주)상업건축물,"경상남도 거제시 연초면 소오비길 6, 2층",53208,횟집,횟집
200,풀꽃국시,2019-01-21,영업/정상,,경상남도 거제시 상동동 931-19,"경상남도 거제시 상동5길 117-40, 상동프라자 1층 105호 (상동동)",53295,분식,분식
201,밥즐맛즐분식,2019-01-22,영업/정상,,경상남도 거제시 옥포동 1298-1 진영에이스타운,"경상남도 거제시 진목로 19, A동 1층 1호 (옥포동, 진영에이스타운)",53224,분식,분식
202,홍도횟집,2019-01-24,영업/정상,055 637 4555,경상남도 거제시 장목면 농소리 848,"경상남도 거제시 장목면 농소길 64-42, 주1동 1층",53200,횟집,횟집
203,삼척집,2019-01-24,영업/정상,055 681 1333,경상남도 거제시 아주동 1691-3,"경상남도 거제시 아주1로4길 7, 1층 (아주동)",53305,한식,한식
204,부산한방돼지국밥 상동점,2019-01-25,영업/정상,055 633 8695,경상남도 거제시 상동동 915-2 1층,"경상남도 거제시 상동5길 91, 1층 (상동동)",53292,한식,한식
205,스트라이크 2호점,2019-01-28,영업/정상,055 637 0202,경상남도 거제시 고현동 961-58번지 신세계사우나,"경상남도 거제시 고현천로 28, 3층 (고현동)",53251,분식,분식
206,로맨틱이태리거제,2019-01-28,영업/정상,,경상남도 거제시 고현동 991-10,"경상남도 거제시 중곡1로 30, 2층 (고현동)",53249,경양식,경양식
207,두찜 앤 해물,2019-01-29,영업/정상,055 637 2909,경상남도 거제시 고현동 961-42,"경상남도 거제시 거제중앙로26길 9, 1층 (고현동)",53251,한식,한식
208,새미와소나무식당,2019-01-30,영업/정상,055 681 5244,경상남도 거제시 두모동 415 1층,"경상남도 거제시 두모길 48, 1층 (두모동)",53317,한식,한식
209,좋은인연,2019-01-30,영업/정상,055 636 0774,경상남도 거제시 장평동 753-3 거제 장평 코아루 아파트 401동 B04호,"경상남도 거제시 장평3로3길 25, 401동 지하1층 B04호 (장평동, 거제 장평 코아루 아파트)",53269,경양식,경양식
210,모던중식당도마,2019-01-30,영업/정상,055 632 5645,경상남도 거제시 수월동 1120-19,"경상남도 거제시 수양로 454-3, 1층 102호 (수월동)",53237,중국식,중국식
211,명륜진사갈비 수월점,2019-02-14,영업/정상,070 82853547,경상남도 거제시 수월동 1043-193,"경상남도 거제시 해명로 13, 1층 (수월동)",53239,식육(숯불구이),식육(숯불구이)
212,골목집,2019-02-15,영업/정상,,경상남도 거제시 옥포동 548-20 남지아파트,"경상남도 거제시 옥포로 170-2, 나동 1층 101호 (옥포동, 남지아파트)",53229,정종/대포집/소주방,정종/대포집/소주방
213,갈매기타운,2019-02-22,영업/정상,055636 9919,경상남도 거제시 상동동 209-5,"경상남도 거제시 상동5길 23, 1층 (상동동)",53294,식육(숯불구이),식육(숯불구이)
214,미진식당,2019-02-26,영업/정상,055 634 1133,경상남도 거제시 상동동 476-11번지 목경아트힐,"경상남도 거제시 계룡로 48, 목경아트힐빌라 1층 101호 (상동동)",53287,한식,한식
215,안리갈비,2019-02-26,영업/정상,,경상남도 거제시 옥포동 154-2 1층 1동,"경상남도 거제시 옥포로6길 17, 1동 1층 (옥포동)",53231,식육(숯불구이),식육(숯불구이)
216,열군상회,2019-02-28,영업/정상,055 638 4668,경상남도 거제시 사등면 사곡리 871-1,"경상남도 거제시 사등면 두동로 28-6, 1층 101호",53278,한식,한식
217,바른치킨 거제고현점,2019-03-04,영업/정상,055 632 5852,경상남도 거제시 고현동 172-4번지,"경상남도 거제시 거제중앙로 1815-1, 1층 (고현동)",53258,호프/통닭,호프/통닭
218,조리사 우(禹),2019-03-04,영업/정상,,경상남도 거제시 상동동 511,"경상남도 거제시 계룡로 9, 1층 (상동동)",53290,한식,한식
219,모들밥상,2019-03-05,영업/정상,055 634 0764,경상남도 거제시 고현동 736-5 1층,"경상남도 거제시 고현로4길 21, 1층 (고현동)",53254,한식,한식
220,울엄마밥상,2019-03-05,영업/정상,,경상남도 거제시 옥포동 503-7 1층,"경상남도 거제시 옥포중앙로 35, 1층 (옥포동)",53224,분식,분식
221,이명선민박식당,2019-03-06,영업/정상,,경상남도 거제시 장목면 시방리 122-7,"경상남도 거제시 장목면 이수도길 42-1, 1층",53202,한식,한식
222,김밥카페(cafe),2019-03-13,영업/정상,,경상남도 거제시 고현동 1014-4,"경상남도 거제시 중곡로1길 8, 1층 (고현동)",53249,분식,분식
223,우리집,2019-03-13,영업/정상,,경상남도 거제시 장평동 72-1,"경상남도 거제시 장평3로4길 40, 1층 (장평동)",53268,한식,한식
224,오징어총각,2019-03-15,영업/정상,,"경상남도 거제시 아주동 1701-19 근안빌2, 1층","경상남도 거제시 아주1로1길 7, 근안빌2 1층 (아주동)",53305,정종/대포집/소주방,정종/대포집/소주방
225,모모(MOMO),2019-03-15,영업/정상,,경상남도 거제시 아주동 1691-1 거제 경동리인타워 110호,"경상남도 거제시 아주1로4길 11, 거제 경동리인타워 1층 110호 (아주동)",53305,기타,기타
226,고노스시,2019-03-22,영업/정상,055 638 1103,경상남도 거제시 고현동 22-1번지,"경상남도 거제시 고현로 138-1, 1층 (고현동)",53250,일식,일식
227,한끼,2019-03-26,영업/정상,055 681 0786,경상남도 거제시 아주동 1693-33,"경상남도 거제시 아주1로1길 52, 1층 (아주동)",53305,한식,한식
228,굽네치킨 거제장평점,2019-04-03,영업/정상,055 633 2727,경상남도 거제시 장평동 1198-2,"경상남도 거제시 장평로4길 35, 1층 (장평동)",53267,호프/통닭,호프/통닭
229,소담이야기,2019-04-03,영업/정상,055 637 2111,경상남도 거제시 장평동 305-4 연근빌딩,"경상남도 거제시 장평3로 30, 연근빌딩 1층 (장평동)",53265,식육(숯불구이),식육(숯불구이)
230,승천냉면갈비찜,2019-04-12,영업/정상,055 638 1551,경상남도 거제시 고현동 759-23,"경상남도 거제시 고현로 60, 1층 (고현동)",53254,한식,한식
231,합(合)명품민물장어,2019-04-15,영업/정상,,경상남도 거제시 아주동 1691-1 거제 경동리인타워,"경상남도 거제시 아주1로4길 11, 거제 경동리인타워 1층 112~113호 (아주동)",53305,기타,기타
232,바람의핫도그 와현점,2019-04-16,영업/정상,055 681 7703,경상남도 거제시 일운면 와현리 426-11,"경상남도 거제시 일운면 와현해변길 12, 1~2층",53329,분식,분식
233,한가네국밥,2019-04-17,영업/정상,055 682 0241,경상남도 거제시 능포동 612-70번지 1층,"경상남도 거제시 옥수로2길 31-2, 1층 (능포동)",53316,한식,한식
234,바다풍차,2019-04-17,영업/정상,,경상남도 거제시 장목면 대금리 4-3,"경상남도 거제시 장목면 복항길 21, 부1동 1층",53202,한식,한식
235,구공숙성돼지 고현점,2019-04-18,영업/정상,055 638 5234,경상남도 거제시 고현동 972-15,"경상남도 거제시 거제중앙로31길 6, 1층 (고현동)",53252,한식,한식
236,홍도 고깃간,2019-04-23,영업/정상,,경상남도 거제시 장목면 농소리 848,"경상남도 거제시 장목면 농소길 64-40, 주2동 1층",53200,식육(숯불구이),식육(숯불구이)
237,편한밥상,2019-04-25,영업/정상,055 687 8120,경상남도 거제시 옥포동 877-1번지 혜성아파트,"경상남도 거제시 성산로 52, 옥포혜성아파트 상가동 2층 201호 (옥포동)",53216,한식,한식
238,파스타웨이브,2019-04-25,영업/정상,055 634 3380,경상남도 거제시 수월동 1148-1번지,"경상남도 거제시 수양로 423, 1층 (수월동)",53237,경양식,경양식
